tweet_id,created_at,customer_text,response_text,weak_suggestion,human_intent,human_auto_handle,human_reply_score,human_notes
1503038,Sun Nov 26 02:13:05 +0000 2017,Image Capture isn't fully compatible with iPhoneX @AppleSupport,@468855 We'd like to get more info and see how we can help. DM us details on what you're seeing and we'll continue from there. https://t.co/GDrqU22YpT,device_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
589479,Sun Dec 03 15:17:55 +0000 2017,@115858 im tired of ya and these glitches now everytime I write it shit changes to I.t.... LIKE WHAT,@259369 We're happy to look into this issue with autocorrect with you. Please DM us your device model and the iOS version you have installed. This is located in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT,technical_howto,technical_howto,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
388553,Mon Oct 09 08:38:09 +0000 2017,"@AppleSupport My husbands phone has updated itself when he said not to and now he has lost all his business contacts, any ideas what's up?","@207937 We'd be happy to look into this with you. Send us a DM, and we'll continue there. https://t.co/GDrqU22YpT",status_followup,status_followup,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2616657,Fri Nov 17 07:41:10 +0000 2017,And FaceID randomly stopped working after using an app on 11.1.2 on iPhone X @54506 @AppleSupport,@739576 We want to help. What app are you using to stream videos? And are you getting an error with Face ID? Let us know in a DM to continue. https://t.co/GDrqU22YpT,device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
145210,Fri Nov 24 06:16:37 +0000 2017,Fix y’all fucking system @115858 this glitching shit annoying me 💯🖕🏾,"@148905 We know it's important for your device to work the way you expect, and we're here for you. To get started, send us a DM with more information about what's going on, and the device you're experiencing this on. We'll meet you there. https://t.co/GDrqU22YpT",other,other,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
695276,Thu Nov 23 18:33:00 +0000 2017,@AppleSupport That link just explains how to record a screen. Not how to save the recording in .mp4 like iOS does by default.,"@285820 For questions about exporting QuickTime videos in another format, check this out: https://t.co/qq3thtcbRW If you have further questions, DM us and we'll get you to the right place for support. https://t.co/GDrqU22YpT",device_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2261771,Thu Oct 19 17:48:18 +0000 2017,"@AppleSupport headphones are now too quiet since update. Tried various, all the same. Nothing wrong with the jack. How can i fix this?",@658500 Let’s look into this together. Which device and version of iOS are you using? Let us know in DM to begin. https://t.co/GDrqU22YpT,status_followup,status_followup,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
1704694,Tue Nov 07 03:06:46 +0000 2017,@AppleSupport iPhone 6plus and freezing and glitching,@516710 Let's meet up to discuss this further. Here's a link to DM us the version of iOS shown in Settings &gt; General &gt; About: https://t.co/GDrqU22YpT,device_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2068614,Sun Oct 08 14:46:23 +0000 2017,@AppleSupport I'm very disappointed how my wife was treated by someone in your #Apple store in #Cardiff. Couldn't bother to help my wife.,"@611743 That's not the experience we want you to have when visiting an Apple Store. DM us with details, and we'll see how we can help. https://t.co/GDrqU22YpT",billing_payment,app_service_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up. Intent corrected from weak suggestion to app_service_issue based on the customer request."
1724391,Tue Nov 07 02:45:39 +0000 2017,@AppleSupport fix this damn problem when we type in “I️” please &amp; thank you,@521560 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,other,yes,5,Response directly addresses the stated issue with an actionable answer or appropriate resource.
2696074,Sun Nov 19 18:06:44 +0000 2017,Hey @AppleSupport FYI- people are attempting to phish people using your name again https://t.co/pP8a24U6B1,"@684659 Thanks for bringing this to our attention. For help with identifying and reporting phishing attempts, check out: https://t.co/LNMCdqt6fD",other,other,no,2,Response is too generic or does not provide enough information to resolve the stated issue.
2456185,Wed Nov 15 03:24:43 +0000 2017,My phone completely stopped working correctly as soon as the iPhone X dropped wTF!!!!!!!!!! @115858,@703586 We'd like to look into your issue. Send us a DM with your device type and iOS version to get started. https://t.co/GDrqU22YpT,device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
1019377,Sun Oct 22 22:31:06 +0000 2017,@AppleSupport Yes. These albums have been added via the “Add to Library” feature on Apple Music. The page being shown is “recently added”,@361204 Got it. Which type of device and version of iOS are you using?,app_service_issue,app_service_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
1976139,Wed Nov 01 17:21:12 +0000 2017,@AppleSupport hi... the I️ on my keyboard isn’t working since I️ updated it. Whenever I️ type I️ it’s comes up at boxes. how do I️ fix it?,@585202 Let's get to the bottom of this together. Please DM us and let us know which device and software version you're using. https://t.co/GDrqU22YpT,technical_howto,technical_howto,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2287880,Sun Nov 12 02:01:44 +0000 2017,@664710 @115858 Mine does that too!!!!!!! It'll drop from 36% to 1% in less than an hour I fucking hate it,"@664709 We'd like to know more to assist. Which iPhone model and iOS does this occur on? Also, when charging are you still using the original cable and adapter that came with your device? Let us know in DM and we'll continue. https://t.co/GDrqU22YpT",other,other,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
105317,Thu Nov 30 18:26:27 +0000 2017,hey @115858 fix the damn iOS so my phone stops freaking out. you want people to pay $1000 for a phone that has bugs?! it just deleted my entire yahoo inbox and now it’s downloading them again. all 8000! 😡,@139255 We'd like to help! Which iPhone and iOS are you using? You can check in Settings &gt; General &gt; About &gt; Version. Let us know in DM: https://t.co/GDrqU22YpT,app_service_issue,app_service_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed. Intent corrected from weak suggestion to app_service_issue based on the customer request.
667847,Thu Nov 23 03:25:05 +0000 2017,"My iPhone 7 has had horrendous battery life since upgrading to iOS 11. Upgraded to iOS 11.1.2 the other night and haven't had cell reception since. The update actually bricked my phone. Your QA is reckless, @115858 /cc @AppleSupport",@279196 We are here for you. Let's take a look at this further for you. Reach out to us in DM. https://t.co/GDrqU22YpT,device_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
947855,Sat Oct 21 16:17:03 +0000 2017,@AppleSupport I received this scam email. What’s the best way to report it? https://t.co/KCQbQ1ZD3z,@344783 We can help. You can use the info in this link to identify and report these emails: https://t.co/sayPykspsk,other,other,yes,5,Response directly addresses the stated issue with an actionable answer or appropriate resource.
1806981,Fri Nov 10 20:25:30 +0000 2017,"@AppleSupport I don't know if I am following, you mean checking the other devices linked to my Apple Music account?","@542870 Do you see that you can download the music from the iTunes Store app? From the bottom of the screen in the iTunes Store app, tap More &gt; Purchased &gt; Music. Tap “Not on This [device]. Do you see the album in there which you can tap to download?",account_access,account_access,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed. Intent corrected from weak suggestion to account_access based on the customer request.
564019,Sat Dec 02 23:49:49 +0000 2017,"@AppleSupport I have an app (on my iPad, not iPhone) that’s no longer available on the Canadian store. It is on the US one. Is there a way 2 determine if we’ll ever see it in Canada again? It’s called “PhotoJoiner” by https://t.co/5GMP1lI7HR. Selecting change stores doesn’t work. https://t.co/PcdIyADTHR","@252085 For determining if an app would be back on a certain countries App Store, you will want to reach out to the developer of that app for more info.",device_issue,app_service_issue,no,2,Response is too generic or does not provide enough information to resolve the stated issue. Intent corrected from weak suggestion to app_service_issue based on the customer request.
2027398,Mon Nov 06 17:36:32 +0000 2017,@115858 iOS still very glitchy turning “i” into garbled text. Guess y’all took the weekend off after that $AAPL earnings report. 😂,@599537 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9 https://t.co/GDrqU22YpT,other,other,yes,5,Response directly addresses the stated issue with an actionable answer or appropriate resource.
1484393,Fri Nov 03 02:21:48 +0000 2017,@115858 Am I the only person having this problem,@464717 Let's work on this together in DM. Follow us there using the link below: https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2349448,Mon Nov 13 16:12:16 +0000 2017,"Poor QA on #ios1111 crapped launch. Seems like too many issues, recent calls take a while to populate. Notifications are overlapping and overflowing @AppleSupport @115858 https://t.co/VapWuPFyB9","@679127 We're here to help. Can you tell us when this issue began? Also, if you restart the iPhone, does the issue remain?",other,other,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
1774426,Wed Nov 08 01:57:10 +0000 2017,@AppleSupport why do my i’s show up as question mark boxes 🙃,@533257 We want to help. DM us and we'll work from there. https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
1772832,Wed Nov 08 02:31:28 +0000 2017,"@AppleSupport Whatever the latest is when update runs. 11.??? Ok, checked and there is a 11.1 update waiting. Maybe that was addressed. Will download and see.",@532825 That's a great idea. Keep us updated.,app_service_issue,app_service_issue,no,2,Response is too generic or does not provide enough information to resolve the stated issue.
2453632,Sun Oct 29 18:37:33 +0000 2017,@AppleSupport Am I right that Apple Watch doesn't support standalone podcast playback?  How is that possible? Glaring miss.,"@702932 While that isn't currently an option, we love suggestions! Please leave those for us here: https://t.co/eTPVYVFyd8",device_issue,technical_howto,no,2,Response is too generic or does not provide enough information to resolve the stated issue. Intent corrected from weak suggestion to technical_howto based on the customer request.
2266204,Sat Nov 11 03:25:31 +0000 2017,What the French toast @115858  @AppleSupport  😒😒😒 https://t.co/slTBYLW15u,@659636 We'd like to help. DM us what iOS version you're on https://t.co/GDrqU22YpT,other,other,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2355035,Mon Nov 13 18:27:56 +0000 2017,My phone started doing the I️ thing wtf @115858,"@680391 We'd like to help. Have you already updated to 11.1.1? If not, back up your device and update. If you are already on 11.1.1, send us a DM. https://t.co/GDrqU22YpT",other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2573880,Thu Nov 16 19:22:25 +0000 2017,@AppleSupport it would really be helpful if I could reply to text messages. Why has my keyboard disappeared?,@729910 We'd like to be sure you can send messages normally. Have you restarted your iPhone to see if your keyboard starts to show up normally again?,other,other,no,2,Response is too generic or does not provide enough information to resolve the stated issue.
2862126,Mon Nov 27 23:29:25 +0000 2017,@AppleSupport Why were the ones that aren't legitimate @115858 email addresses listed as News From Apple in my iCloud account?,@795091 Please meet us in DM and we'll continue there. https://t.co/GDrqU22YpT,account_access,account_access,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up. Intent corrected from weak suggestion to account_access based on the customer request."
427845,Tue Oct 10 05:22:18 +0000 2017,@115858 fix this iOS 11 update PLEASE.,@216744 What's going on with your device? We might be able to help.,status_followup,status_followup,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2705808,Wed Nov 08 15:26:30 +0000 2017,Can y’all please fix this mess 🙄 it’s highly irritating! @115858 @AppleSupport,@759916 We want to help. DM us details on the issue you're having and please include the device and OS. We'll work with you there. https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
127141,Fri Nov 24 03:31:24 +0000 2017,@115858 my phone is broken 😑.,@144549 We'd be glad to assist! What issues are you experiencing?,device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2320121,Mon Nov 13 04:15:49 +0000 2017,@115858 can y’all fix this stupid ass glitch,@672424 We're here for you and happy to help you. Can you tell us what's happening? Which device are you using?,other,other,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2831720,Mon Nov 27 16:07:39 +0000 2017,@AppleSupport That’s exactly what I did. Set it up as a new iPhone phone and it still freezes. 😞,@616023 We'd like to look into this in more detail. Send us a DM and we'll continue from there: https://t.co/GDrqU22YpT,device_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2381346,Tue Nov 21 22:39:17 +0000 2017,"Is anyone else’s iPhone alarm not going off?! No matter what time I set it, it won’t work?! @AppleSupport","@317281 We'd like to see what we can do to assist. When did you start seeing this happen? Also, what version of iOS are you currently running?",device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
1639198,Sun Nov 05 15:40:55 +0000 2017,When you try to type “i” but it shows up as “! [A]” @AppleSupport what’s up https://t.co/s2nPDX6WsO,@116484 We'd be happy to help. Check out these steps to help: https://t.co/xU1AGHStV6,other,other,yes,5,Response directly addresses the stated issue with an actionable answer or appropriate resource.
337026,Sat Oct 07 20:23:29 +0000 2017,most recent @115858 OS update sucks. Crashed my phone. Customer service call for naught. Their computer crashed too  #WhatwouldSteveJobsdo?,@196412 Let's work together. Please send us a DM so we can get this resolved. https://t.co/GDrqU22YpT,device_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
588097,Sun Dec 03 13:20:01 +0000 2017,"@AppleSupport wtf? I created a repair order (A273997423) to get my iPhone battery replaced, but Apple received the product, deemed it ""couldn't duplicate issue"", and shipped it back to me. You should have replaced battery, or contacted me to find out what the issue was.",@258975 We want to help. Reach us via DM to continue. https://t.co/GDrqU22YpT,device_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2001090,Fri Nov 03 15:29:36 +0000 2017,Apple I️ don’t know what the fuck your deal is with autocorrecting words spelled right but I️ am not happy with you @115858,@591721 We'd be happy to help. DM us more details of what's going on with your autocorrect and we'll work this out with you. https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
1743672,Tue Nov 07 15:22:39 +0000 2017,Wtf. That damn “I️” error is the worst. Cmon @115858,@525928 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/qODbOsp4wz,other,other,yes,5,Response directly addresses the stated issue with an actionable answer or appropriate resource.
1674777,Mon Nov 06 04:47:02 +0000 2017,@AppleSupport please tell me how this adds up to 10GB. These are the only apps I have on my phone. https://t.co/pYArvJK233,@509570 We're here to help. Let's take this to DM so we can continue to assist you there. https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
8304,Sun Nov 05 21:52:45 +0000 2017,@116333 @115858  can your team let me know why my new iPhone 6 always has hanging problem I do not know what the problem is by I know I feel I am cheated by apple for phone 📱 do I ?,@117457 We'd be concerned with an unresponsive device too. Let us know your iOS version in DM and we'll help: https://t.co/GDrqU22YpT,device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2237379,Fri Nov 10 15:22:30 +0000 2017,@AppleSupport @115948 how’d I get charged for 3 singles and the album? Preorder wouldn’t download https://t.co/YqOXfUm04y,@652437 Let's help get you into the right hands to get this sorted. Please reach out to our iTunes team via: https://t.co/SDIe7UA9Bl,billing_payment,billing_payment,no,2,Response is too generic or does not provide enough information to resolve the stated issue. Intent corrected from weak suggestion to billing_payment based on the customer request.
2288367,Thu Oct 19 19:14:15 +0000 2017,If I just updated my phone why is it so slow? @115858,@664827 We help you through this. How long ago did you update? Let us know via DM. https://t.co/GDrqU2kzhr,status_followup,status_followup,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
50875,Sun Oct 15 04:45:10 +0000 2017,help @AppleSupport https://t.co/Kk9NjhJNtI,@127421 We'd like to help you get this resolved. Could you tell us which iPhone you're using? When did the update notification show up?,other,other,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2675086,Tue Oct 31 15:04:26 +0000 2017,@AppleSupport iPhone 5se with 11.0.3 and it started yesterday,@270085 Let's get Touch ID working again. Please start by trying the steps here: https://t.co/AsMLCsnb6S Let us know how it goes.,device_issue,device_issue,no,2,Response is too generic or does not provide enough information to resolve the stated issue. Intent corrected from weak suggestion to device_issue based on the customer request.
2305118,Sun Nov 12 19:26:06 +0000 2017,So go and get the ‘amazing’ iPhone X and the price of shit won’t let me install any apps? WHAT A LOAD OF SHIT!! @AppleSupport,"@668804 Let's figure this out so that you can enjoy your new iPhone X. Send us a DM with details on what's happening when trying to install apps, and we'll go from there: https://t.co/GDrqU22YpT",device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
1466913,Thu Nov 02 17:20:00 +0000 2017,So we have a problem @applesupport,@460481 We want to help. Can you tell us what's happening and we can get you in the right direction?,other,other,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
1781683,Thu Oct 12 00:08:45 +0000 2017,My @115858 #IPhone7 is absolute garbage. No service. Apps always crashing. Dead zones on the screen. @AppleSupport,"@210928 As there are multiple issues, we'd like to know more to help. Send us a DM using the link below and we'll continue. https://t.co/GDrqU22YpT",device_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
146673,Fri Nov 24 08:10:59 +0000 2017,@AppleSupport I went to your store to get my computer checked a few days ago to realize they never gave me back my power cord and I want to die the store is very far from me I don't know what to do,@149295 Hey there! We'd love to see what we can do. DM us which country you're in and we'll get started. https://t.co/GDrqU22YpT,order_purchase,app_service_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed. Intent corrected from weak suggestion to app_service_issue based on the customer request.
1096916,Tue Oct 24 18:10:07 +0000 2017,"@AppleSupport Yea, no. I knew enough to do that first. I’m only writing after I tried everything. I used to select and delete tons of emails at once. Not",@378849 Got it. We want to hear more about the steps that you've tried. Let's meet in DM and we'll go from there. https://t.co/GDrqU22YpT,other,other,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2544004,Thu Nov 16 04:35:48 +0000 2017,@AppleSupport ios 11.1.1 makes my iphone 7 battery drain horribly. please make a new update this sucks,@723190 That's not the experience we want you to have. Join us in DM so we may better assist you: https://t.co/GDrqU22YpT,device_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
1166648,Mon Oct 16 09:15:49 +0000 2017,@AppleSupport Now am also seeing similar behaviour in Slack app. Not receiving notifications.,@394423 Let's go ahead and continue in DM. https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
1149715,Tue Oct 24 13:46:51 +0000 2017,@AppleSupport Our Multinational IT services across 7 European countries cannot sign in to the app store with newly created apple id today.,@390550 We want to help. What happens when trying to sign in with this Apple ID? Let us know in DM. https://t.co/GDrqU22YpT,account_access,account_access,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2018877,Sat Nov 04 18:47:00 +0000 2017,@115858 if y’all don’t fix this 😑 https://t.co/xWQjpOoNz9,@597047 We'd recommend trying the steps here: https://t.co/xU1AGHStV6 Let us know in DM if the issue continues. https://t.co/GDrqU22YpT,other,other,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
560451,Sat Dec 02 22:17:20 +0000 2017,@AppleSupport tu maldita actualización me pone súper lento el iPhone.,@251109 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join: https://t.co/OczyRx7IOs,device_issue,device_issue,no,2,Response is too generic or does not provide enough information to resolve the stated issue.
2345896,Mon Nov 13 16:34:03 +0000 2017,@AppleSupport When it’s 30 degrees or so. My old phone never had an issue. Seems to documented here. https://t.co/hewDF0Ecfu,@678341 Thanks for that information. DM which iPhone and specific iOS version you are using currently so we can continue to help. https://t.co/GDrqU22YpT,other,other,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2081382,Mon Oct 09 22:31:17 +0000 2017,@AppleSupport what’s up with the alarm on the new update? Slept through my 8am this morning because my alarm no longer makes noise 🤔😞,"@615518 We want to ensure you're ready to start the day with your alarms working. Meet us in DM to get started, please. https://t.co/GDrqU22YpT",status_followup,status_followup,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
6669,Thu Oct 05 18:02:28 +0000 2017,"@AppleSupport My phone bricks itself every time I update it and doesn't connect properly to my BMW, what's up with that?","@606410 Let's look into this together. To start, can you DM us more information on what you're experiencing, and we'll start from there. https://t.co/GDrqU22YpT",technical_howto,technical_howto,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2508227,Wed Nov 15 21:02:47 +0000 2017,@115858 where the hell have all my photos gone from my phone?!! Just updated and 2 years of photos have vanished??!!!,"@715073 We know Photos are very important for documenting your life and memories. We will definitely do all we can to see about recovering those Photos. So we can provide the best support, select the following link to join us in a DM and let us know the iOS version. https://t.co/GDrqU22YpT",status_followup,status_followup,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2731461,Sun Nov 26 23:10:20 +0000 2017,@AppleSupport mon iPhone que j’ai payé 800€ y’a un problème c inadmissible !!!!,@765719 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,device_issue,device_issue,no,2,Response is too generic or does not provide enough information to resolve the stated issue. Intent corrected from weak suggestion to device_issue based on the customer request.
1078402,Sun Oct 15 00:51:30 +0000 2017,"This new keyboard thing isn’t working on my iPad, @AppleSupport. Random numbers pop up in my words. And then I correct. Make it go away.",@374394 We can help. We just need a few more details. Are you referring to the software keyboard?,device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2007599,Sat Nov 04 04:35:02 +0000 2017,Already shattered the back on my iPhone 8 wtf @115858 “strongest glass ever on a smart phone” is false advertising,"@593660 We'd like to help you with this today. Please, send us your country in DM below and we'll review support options there. https://t.co/GDrqU22YpT",device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed. Intent corrected from weak suggestion to device_issue based on the customer request.
1246001,Mon Oct 16 02:55:10 +0000 2017,This frickin update is draining my mf batter like maddd nah im downgrading because @115858   @AppleSupport  this is BS!!,@412305 We'd like to help. Send us a DM and we can start from there. https://t.co/GDrqU22YpT,app_service_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up. Intent corrected from weak suggestion to device_issue based on the customer request."
2093751,Wed Nov 08 14:47:37 +0000 2017,"@AppleSupport Gracias, @AppleSupport.",@618643 You're welcome. Let us know if you need any further help.,other,other,no,2,Response is too generic or does not provide enough information to resolve the stated issue.
1931761,Sat Oct 28 15:54:48 +0000 2017,@115858 please don’t make me have to buy an android phone to use Google Maps in my car. Apple Maps consistently sends me the wrong ways.,@574856 We'd like to hear more about this issue with Apple Maps. Can you please message us in DM with more details? https://t.co/GDrqU22YpT,order_purchase,app_service_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up. Intent corrected from weak suggestion to app_service_issue based on the customer request."
2038047,Tue Nov 07 02:43:32 +0000 2017,"@AppleSupport 
Hello, I’m having MAJOR battery drain issues on iPhone 7+ after updating iOS 11.1-will there be a fix soon? Thanks",@602609 Let's see what we can find for this together. Please meet us in DM and let us know any steps you've already tried for this. https://t.co/GDrqU22YpT,device_issue,device_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
1973560,Wed Nov 01 05:13:46 +0000 2017,@115858 what have you done. Your latest software update has made everything so slow. Not the Apple experience you expect and frustrating.,@584473 Thanks for reaching out to us. We are always happy to help. Send us a DM with more details. We'd be happy to help you there. https://t.co/GDrqU22YpT,status_followup,status_followup,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2858297,Mon Nov 27 21:59:25 +0000 2017,"Ever since I updated my phone, my car won’t recognize the device with my aux cord *COUGH @AppleSupport what the heck man.","@794340 We'd be glad to take a look at this with you. Which iPhone are you using? If it's a 7 or later, are you using the lightning to phono adapter that came with it?",status_followup,status_followup,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
1905348,Wed Oct 25 03:59:42 +0000 2017,"@115858 I’m not able to change my store location from Oman to India. 
Again and again showing same problem https://t.co/qKjRrPsiWF",@567766 Is your billing address for the credit card also in India? Let us know in DM if this helps: https://t.co/usOJWy6ChP https://t.co/GDrqU22YpT,order_purchase,order_purchase,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up. Intent corrected from weak suggestion to order_purchase based on the customer request."
2573915,Thu Nov 16 21:17:04 +0000 2017,@AppleSupport This was helpful. Actually I had an application/browser which allowed me to access various websites and download videos. But I am not able to find that app now.,"@161351 Just to make sure we're on the same page, are you trying to locate and download that particular app again?",app_service_issue,app_service_issue,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
1416936,Mon Oct 16 18:08:52 +0000 2017,@AppleSupport Yup and the Mac App Store way isn’t working. When I hit download it might say calculating but nothing happens.,@449321 We certainly want to take a closer look into this. Select the following link to join us in a DM. https://t.co/GDrqU22YpT,app_service_issue,app_service_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
82032,Thu Nov 30 04:31:04 +0000 2017,Thanks @115817 for loosing my iPhone X and for @115858 for not sending me a new one,@134153 We'd like to look into this with you. Let's hop in DM. Click here: https://t.co/GDrqU22YpT,device_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up. Intent corrected from weak suggestion to device_issue based on the customer request."
2422571,Tue Nov 14 17:56:42 +0000 2017,Clearly need to stop using a first-person pronoun until @115858 can get their shit together.,@695800 We'd be happy to help. Have you tried the latest update? Make sure you have a backup beforehand: https://t.co/4f8hwT5to6 DM us if that doesn't work. https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2132139,Wed Nov 08 19:35:20 +0000 2017,@115858 fix this it’s so annoying,@627451 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,other,other,yes,5,Response directly addresses the stated issue with an actionable answer or appropriate resource.
2807584,Wed Nov 22 04:10:20 +0000 2017,"I bought my charger 3 months ago and it already doesn't work, wtf @115858 @AppleSupport",@783007 We'd like to have a closer look at this. Please DM us. https://t.co/GDrqU2kzhr,billing_payment,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up. Intent corrected from weak suggestion to device_issue based on the customer request."
1927143,Fri Oct 27 14:29:16 +0000 2017,Thanks @115858 for your stupid update it’s 1030am and I’m at 20% battery. Next time invent a software update undo button.,@573527 That's not the experience we want you to have.  Send us a DM letting us know if you are updated to iOS 11.0.3. https://t.co/GDrqU22YpT,device_issue,device_issue,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
2040302,Tue Nov 07 21:43:00 +0000 2017,Apple decided to delete ALL my @115948 with this software update 😿 @115858 @115858 @115858,@603283 We want to help. DM us which device you're having this issue on and we'll work with you on this issue there. https://t.co/GDrqU22YpT,status_followup,status_followup,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
2600353,Mon Nov 06 23:57:48 +0000 2017,@115858 MY PHONE STILL AINT WORKING RIGHT. GET IT TOGETHER BEFORE I SWITCH,@736085 We want you to have a working phone. We're here to help. Let us know in DM what exactly is going on with your device. https://t.co/GDrqU22YpT,other,other,no,3,"Appropriate support escalation, but the response is mostly generic and requires DM/follow-up."
869906,Fri Oct 20 15:24:26 +0000 2017,@115858 when is y’all gone fix these issues,@326557 We're happy to help however we can. Please let us know what issues you're experiencing and we'll go from there.,other,other,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
1724972,Tue Oct 17 18:49:20 +0000 2017,@AppleSupport phone also constantly freezes and needs to be rebooted. None of this happened until I did the update.,"@469430 Do you have any app updates available? Also, can you tell us the exact iOS version you're using?",status_followup,status_followup,no,4,Relevant response with useful troubleshooting or targeted clarification; further interaction may be needed.
